,Product,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6770.peg.1032,AMP nucleosidase (EC 3.2.2.4),fig|287.6613.peg.1006,fig|287.6611.peg.1013,fig|287.6614.peg.1094,fig|287.6616.peg.991,fig|287.6612.peg.1032,fig|287.6618.peg.1039,fig|287.6615.peg.1031,fig|287.6617.peg.1061,fig|287.6621.peg.1103,fig|287.6619.peg.1020,fig|287.6622.peg.5026,fig|287.6623.peg.5492,fig|287.6624.peg.1095,fig|287.6625.peg.1093,fig|287.6657.peg.1116,fig|287.6655.peg.4198,fig|287.6631.peg.1072,fig|287.6628.peg.1019,fig|287.6632.peg.1016,fig|287.6629.peg.1107,fig|287.6635.peg.1019,fig|287.6633.peg.1094,fig|287.6634.peg.1096,fig|287.6637.peg.1147,fig|287.6636.peg.1013,fig|287.6620.peg.5444,fig|287.6630.peg.1031,fig|287.6639.peg.1097,fig|287.6638.peg.1022,fig|287.6627.peg.1003
fig|287.6770.peg.1033,FIG00956085: hypothetical protein,fig|287.6613.peg.1007,fig|287.6611.peg.1014,fig|287.6614.peg.1095,fig|287.6616.peg.992,fig|287.6612.peg.1033,fig|287.6618.peg.1040,fig|287.6615.peg.1032,fig|287.6617.peg.1062,fig|287.6621.peg.1104,fig|287.6619.peg.1021,fig|287.6622.peg.5025,fig|287.6623.peg.5491,fig|287.6624.peg.1096,fig|287.6625.peg.1094,fig|287.6657.peg.1117,fig|287.6655.peg.4197,fig|287.6631.peg.1073,fig|287.6628.peg.1020,fig|287.6632.peg.1017,fig|287.6629.peg.1108,fig|287.6635.peg.1020,fig|287.6633.peg.1095,fig|287.6634.peg.1097,fig|287.6637.peg.1148,fig|287.6636.peg.1014,fig|287.6620.peg.5443,fig|287.6630.peg.1032,fig|287.6639.peg.1098,fig|287.6638.peg.1023,fig|287.6627.peg.1004
fig|287.6770.peg.1034,Outer membrane protein romA,fig|287.6613.peg.1008,fig|287.6611.peg.1015,fig|287.6614.peg.1096,fig|287.6616.peg.993,fig|287.6612.peg.1034,fig|287.6618.peg.1041,fig|287.6615.peg.1033,fig|287.6617.peg.1063,fig|287.6621.peg.1105,fig|287.6619.peg.1022,fig|287.6622.peg.5024,fig|287.6623.peg.5490,fig|287.6624.peg.1097,fig|287.6625.peg.1095,fig|287.6657.peg.1118,fig|287.6655.peg.4196,fig|287.6631.peg.1074,fig|287.6628.peg.1021,fig|287.6632.peg.1018,fig|287.6629.peg.1109,fig|287.6635.peg.1021,fig|287.6633.peg.1096,fig|287.6634.peg.1098,fig|287.6637.peg.1149,fig|287.6636.peg.1015,fig|287.6620.peg.5442,fig|287.6630.peg.1033,fig|287.6639.peg.1099,fig|287.6638.peg.1024,fig|287.6627.peg.1005
fig|287.6770.peg.1035,LSU rRNA pseudouridine(2457) synthase (EC 5.4.99.20),fig|287.6613.peg.1009,fig|287.6611.peg.1016,fig|287.6614.peg.1097,fig|287.6616.peg.994,fig|287.6612.peg.1035,fig|287.6618.peg.1042,fig|287.6615.peg.1034,fig|287.6617.peg.1064,fig|287.6621.peg.1106,fig|287.6619.peg.1023,fig|287.6622.peg.5023,fig|287.6623.peg.5489,fig|287.6624.peg.1098,fig|287.6625.peg.1096,fig|287.6657.peg.1119,fig|287.6655.peg.4195,fig|287.6631.peg.1075,fig|287.6628.peg.1022,fig|287.6632.peg.1019,fig|287.6629.peg.1110,fig|287.6635.peg.1022,fig|287.6633.peg.1097,fig|287.6634.peg.1099,fig|287.6637.peg.1150,fig|287.6636.peg.1016,fig|287.6620.peg.5441,fig|287.6630.peg.1034,fig|287.6639.peg.1100,fig|287.6638.peg.1025,fig|287.6627.peg.1006
fig|287.6770.peg.1036,Coproporphyrinogen III oxidase and related Fe-S oxidoreductases,fig|287.6613.peg.1010,fig|287.6611.peg.1017,fig|287.6614.peg.1098,fig|287.6616.peg.995,fig|287.6612.peg.1036,fig|287.6618.peg.1043,fig|287.6615.peg.1035,fig|287.6617.peg.1065,fig|287.6621.peg.1107,fig|287.6619.peg.1024,fig|287.6622.peg.5022,fig|287.6623.peg.5488,fig|287.6624.peg.1099,fig|287.6625.peg.1097,fig|287.6657.peg.1120,fig|287.6655.peg.4194,fig|287.6631.peg.1076,fig|287.6628.peg.1023,fig|287.6632.peg.1020,fig|287.6629.peg.1111,fig|287.6635.peg.1023,fig|287.6633.peg.1098,fig|287.6634.peg.1100,fig|287.6637.peg.1151,fig|287.6636.peg.1017,fig|287.6620.peg.5440,fig|287.6630.peg.1035,fig|287.6639.peg.1101,fig|287.6638.peg.1026,fig|287.6627.peg.1007
fig|287.6770.peg.1037,Uncharacterized protein PA3966,fig|287.6613.peg.1011,fig|287.6611.peg.1018,fig|287.6614.peg.1099,fig|287.6616.peg.996,fig|287.6612.peg.1037,fig|287.6618.peg.1044,fig|287.6615.peg.1036,fig|287.6617.peg.1066,fig|287.6621.peg.1108,fig|287.6619.peg.1025,fig|287.6622.peg.5021,fig|287.6623.peg.5487,fig|287.6624.peg.1100,fig|287.6625.peg.1098,fig|287.6657.peg.1121,fig|287.6655.peg.4193,fig|287.6631.peg.1077,fig|287.6628.peg.1024,fig|287.6632.peg.1021,fig|287.6629.peg.1112,fig|287.6635.peg.1024,fig|287.6633.peg.1099,fig|287.6634.peg.1101,fig|287.6637.peg.1152,fig|287.6636.peg.1018,fig|287.6620.peg.5439,fig|287.6630.peg.1036,fig|287.6639.peg.1102,fig|287.6638.peg.1027,fig|287.6627.peg.1008
fig|287.6770.peg.1038,"Transcriptional regulator, AsnC family",fig|287.6613.peg.1012,fig|287.6611.peg.1019,fig|287.6614.peg.1100,fig|287.6616.peg.997,fig|287.6612.peg.1038,fig|287.6618.peg.1045,fig|287.6615.peg.1037,fig|287.6617.peg.1067,fig|287.6621.peg.1109,fig|287.6619.peg.1026,fig|287.6622.peg.5020,fig|287.6623.peg.5486,fig|287.6624.peg.1101,fig|287.6625.peg.1099,fig|287.6657.peg.1122,fig|287.6655.peg.4192,fig|287.6631.peg.1078,fig|287.6628.peg.1025,fig|287.6632.peg.1022,fig|287.6629.peg.1113,fig|287.6635.peg.1025,fig|287.6633.peg.1100,fig|287.6634.peg.1102,fig|287.6637.peg.1153,fig|287.6636.peg.1019,fig|287.6620.peg.5438,fig|287.6630.peg.1037,fig|287.6639.peg.1103,fig|287.6638.peg.1028,fig|287.6627.peg.1009
fig|287.6770.peg.1039,hypothetical protein,,fig|287.6611.peg.1020,fig|287.6614.peg.1101,fig|287.6616.peg.998,fig|287.6612.peg.1039,fig|287.6618.peg.1046,,,fig|287.6621.peg.1110,fig|287.6619.peg.1027,fig|287.6622.peg.5019,fig|287.6623.peg.5485,fig|287.6624.peg.1102,fig|287.6625.peg.1100,,fig|287.6655.peg.4191,,,fig|287.6632.peg.1023,,fig|287.6635.peg.1026,fig|287.6633.peg.1101,fig|287.6634.peg.1103,fig|287.6637.peg.1154,fig|287.6636.peg.1020,fig|287.6620.peg.5437,fig|287.6630.peg.1038,fig|287.6639.peg.1104,fig|287.6638.peg.1029,fig|287.6627.peg.1010
fig|287.6770.peg.103,VgrG protein,fig|287.6613.peg.104,fig|287.6611.peg.106,fig|287.6614.peg.117,fig|287.6616.peg.102,fig|287.6612.peg.112,fig|287.6618.peg.101,fig|287.6615.peg.110,fig|287.6617.peg.102,fig|287.6621.peg.105,fig|287.6619.peg.104,fig|287.6622.peg.156,fig|287.6623.peg.156,fig|287.6624.peg.118,fig|287.6625.peg.105,fig|287.6657.peg.176,fig|287.6655.peg.104,fig|287.6631.peg.108,fig|287.6628.peg.112,fig|287.6632.peg.103,fig|287.6629.peg.109,fig|287.6635.peg.102,fig|287.6633.peg.105,fig|287.6634.peg.117,fig|287.6637.peg.162,fig|287.6636.peg.106,fig|287.6620.peg.101,fig|287.6630.peg.102,fig|287.6639.peg.117,fig|287.6638.peg.110,fig|287.6627.peg.105
fig|287.6770.peg.1040,Ferrous-iron efflux pump FieF,fig|287.6613.peg.1015,fig|287.6611.peg.1021,fig|287.6614.peg.1102,fig|287.6616.peg.999,fig|287.6612.peg.1040,fig|287.6618.peg.1047,fig|287.6615.peg.1039,fig|287.6617.peg.1070,fig|287.6621.peg.1111,fig|287.6619.peg.1028,fig|287.6622.peg.5018,fig|287.6623.peg.5484,fig|287.6624.peg.1103,fig|287.6625.peg.1101,fig|287.6657.peg.1124,fig|287.6655.peg.4190,fig|287.6631.peg.1081,fig|287.6628.peg.1028,fig|287.6632.peg.1024,fig|287.6629.peg.1116,fig|287.6635.peg.1027,fig|287.6633.peg.1102,fig|287.6634.peg.1104,fig|287.6637.peg.1155,fig|287.6636.peg.1021,fig|287.6620.peg.5436,fig|287.6630.peg.1039,fig|287.6639.peg.1105,fig|287.6638.peg.1030,fig|287.6627.peg.1011
fig|287.6770.peg.1041,Uncharacterized protein PA3962,fig|287.6613.peg.1016,fig|287.6611.peg.1022,fig|287.6614.peg.1103,fig|287.6616.peg.1000,fig|287.6612.peg.1041,fig|287.6618.peg.1048,fig|287.6615.peg.1040,fig|287.6617.peg.1071,fig|287.6621.peg.1112,fig|287.6619.peg.1029,fig|287.6622.peg.5017,fig|287.6623.peg.5483,fig|287.6624.peg.1104,fig|287.6625.peg.1102,fig|287.6657.peg.1125,fig|287.6655.peg.4189,fig|287.6631.peg.1082,fig|287.6628.peg.1029,fig|287.6632.peg.1025,fig|287.6629.peg.1117,fig|287.6635.peg.1028,fig|287.6633.peg.1103,fig|287.6634.peg.1105,fig|287.6637.peg.1156,fig|287.6636.peg.1022,fig|287.6620.peg.5435,fig|287.6630.peg.1040,fig|287.6639.peg.1106,fig|287.6638.peg.1031,fig|287.6627.peg.1012
fig|287.6770.peg.1042,ATP-dependent helicase HrpB,fig|287.6613.peg.1017,fig|287.6611.peg.1023,fig|287.6614.peg.1133,fig|287.6616.peg.1001,fig|287.6612.peg.1067,fig|287.6618.peg.1049,fig|287.6615.peg.1041,fig|287.6617.peg.1072,fig|287.6621.peg.1113,fig|287.6619.peg.1030,fig|287.6622.peg.5016,fig|287.6623.peg.5482,fig|287.6624.peg.1134,fig|287.6625.peg.1103,fig|287.6657.peg.1126,fig|287.6655.peg.4188,fig|287.6631.peg.1083,fig|287.6628.peg.1030,fig|287.6632.peg.1026,fig|287.6629.peg.1118,fig|287.6635.peg.1029,fig|287.6633.peg.1104,fig|287.6634.peg.1135,fig|287.6637.peg.1157,fig|287.6636.peg.1023,fig|287.6620.peg.5434,fig|287.6630.peg.1041,fig|287.6639.peg.1136,fig|287.6638.peg.1032,fig|287.6627.peg.1013
fig|287.6770.peg.1043,hypothetical protein,fig|287.6613.peg.1037,fig|287.6611.peg.1041,fig|287.6614.peg.1134,fig|287.6616.peg.1002,fig|287.6612.peg.1068,fig|287.6618.peg.1069,fig|287.6615.peg.1042,fig|287.6617.peg.1073,fig|287.6621.peg.1137,fig|287.6619.peg.1031,fig|287.6622.peg.5015,fig|287.6623.peg.5481,fig|287.6624.peg.1135,fig|287.6625.peg.1104,fig|287.6657.peg.1127,fig|287.6655.peg.4187,fig|287.6631.peg.1084,fig|287.6628.peg.1031,fig|287.6632.peg.1027,fig|287.6629.peg.1119,fig|287.6635.peg.1030,fig|287.6633.peg.1105,fig|287.6634.peg.1136,fig|287.6637.peg.1158,fig|287.6636.peg.1043,fig|287.6620.peg.5433,fig|287.6630.peg.1042,fig|287.6639.peg.1137,fig|287.6638.peg.1033,fig|287.6627.peg.1014
fig|287.6770.peg.1044,"ABC-type amino acid transport/signal transduction system, periplasmic component/domain",fig|287.6613.peg.1038,,fig|287.6614.peg.1135,fig|287.6616.peg.1003,fig|287.6612.peg.1069,fig|287.6618.peg.1070,fig|287.6615.peg.1043,fig|287.6617.peg.1074,fig|287.6621.peg.1138,fig|287.6619.peg.1032,fig|287.6622.peg.5014,fig|287.6623.peg.5480,fig|287.6624.peg.1136,fig|287.6625.peg.1105,fig|287.6657.peg.1128,fig|287.6655.peg.4186,fig|287.6631.peg.1085,fig|287.6628.peg.1032,,fig|287.6629.peg.1120,fig|287.6635.peg.1031,fig|287.6633.peg.1106,fig|287.6634.peg.1137,fig|287.6637.peg.1159,fig|287.6636.peg.1044,fig|287.6620.peg.5432,fig|287.6630.peg.1043,fig|287.6639.peg.1138,fig|287.6638.peg.1034,fig|287.6627.peg.1015
fig|287.6770.peg.1045,Endonuclease/exonuclease/phosphatase family protein,fig|287.6613.peg.1039,fig|287.6611.peg.1043,fig|287.6614.peg.1136,fig|287.6616.peg.1004,fig|287.6612.peg.1070,fig|287.6618.peg.1071,fig|287.6615.peg.1044,fig|287.6617.peg.1075,fig|287.6621.peg.1139,fig|287.6619.peg.1033,fig|287.6622.peg.5013,fig|287.6623.peg.5479,fig|287.6624.peg.1137,fig|287.6625.peg.1106,fig|287.6657.peg.1129,fig|287.6655.peg.4185,fig|287.6631.peg.1086,fig|287.6628.peg.1033,fig|287.6632.peg.1029,fig|287.6629.peg.1121,fig|287.6635.peg.1032,fig|287.6633.peg.1107,fig|287.6634.peg.1138,fig|287.6637.peg.1160,fig|287.6636.peg.1045,fig|287.6620.peg.5431,fig|287.6630.peg.1044,fig|287.6639.peg.1139,fig|287.6638.peg.1035,fig|287.6627.peg.1016
fig|287.6770.peg.1046,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),fig|287.6613.peg.1040,fig|287.6611.peg.1044,fig|287.6614.peg.1137,fig|287.6616.peg.1005,fig|287.6612.peg.1071,fig|287.6618.peg.1072,fig|287.6615.peg.1045,fig|287.6617.peg.1076,fig|287.6621.peg.1140,fig|287.6619.peg.1034,fig|287.6622.peg.5012,fig|287.6623.peg.5478,fig|287.6624.peg.1138,fig|287.6625.peg.1107,,fig|287.6655.peg.4184,fig|287.6631.peg.1087,fig|287.6628.peg.1034,fig|287.6632.peg.1030,fig|287.6629.peg.1122,fig|287.6635.peg.1033,fig|287.6633.peg.1108,fig|287.6634.peg.1139,fig|287.6637.peg.1161,fig|287.6636.peg.1046,fig|287.6620.peg.5430,fig|287.6630.peg.1045,fig|287.6639.peg.1140,fig|287.6638.peg.1036,fig|287.6627.peg.1017
fig|287.6770.peg.1047,Lactoylglutathione lyase and related lyases,fig|287.6613.peg.1041,fig|287.6611.peg.1045,fig|287.6614.peg.1138,fig|287.6616.peg.1006,fig|287.6612.peg.1072,fig|287.6618.peg.1073,fig|287.6615.peg.1046,fig|287.6617.peg.1077,fig|287.6621.peg.1141,fig|287.6619.peg.1035,fig|287.6622.peg.5011,fig|287.6623.peg.5477,fig|287.6624.peg.1139,fig|287.6625.peg.1108,fig|287.6657.peg.1130,fig|287.6655.peg.4183,fig|287.6631.peg.1088,fig|287.6628.peg.1035,fig|287.6632.peg.1031,fig|287.6629.peg.1123,fig|287.6635.peg.1034,fig|287.6633.peg.1109,fig|287.6634.peg.1140,fig|287.6637.peg.1162,fig|287.6636.peg.1047,fig|287.6620.peg.5429,fig|287.6630.peg.1046,fig|287.6639.peg.1141,fig|287.6638.peg.1037,fig|287.6627.peg.1018
fig|287.6770.peg.1048,hypothetical protein,fig|287.6613.peg.1042,fig|287.6611.peg.1046,fig|287.6614.peg.1139,fig|287.6616.peg.1007,fig|287.6612.peg.1073,fig|287.6618.peg.1074,fig|287.6615.peg.1047,fig|287.6617.peg.1078,fig|287.6621.peg.1142,fig|287.6619.peg.1036,fig|287.6622.peg.5010,fig|287.6623.peg.5476,fig|287.6624.peg.1140,fig|287.6625.peg.1109,fig|287.6657.peg.1131,fig|287.6655.peg.4182,fig|287.6631.peg.1089,fig|287.6628.peg.1036,fig|287.6632.peg.1032,fig|287.6629.peg.1124,fig|287.6635.peg.1035,fig|287.6633.peg.1110,fig|287.6634.peg.1141,fig|287.6637.peg.1163,fig|287.6636.peg.1048,fig|287.6620.peg.5428,fig|287.6630.peg.1047,fig|287.6639.peg.1142,fig|287.6638.peg.1038,fig|287.6627.peg.1019
fig|287.6770.peg.1049,"Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases; sulfonate monooxygenase",fig|287.6613.peg.1043,fig|287.6611.peg.1047,fig|287.6614.peg.1140,fig|287.6616.peg.1008,fig|287.6612.peg.1074,fig|287.6618.peg.1075,fig|287.6615.peg.1048,fig|287.6617.peg.1079,fig|287.6621.peg.1143,fig|287.6619.peg.1037,fig|287.6622.peg.5009,fig|287.6623.peg.5475,fig|287.6624.peg.1141,fig|287.6625.peg.1110,fig|287.6657.peg.1132,fig|287.6655.peg.4181,fig|287.6631.peg.1090,fig|287.6628.peg.1037,fig|287.6632.peg.1033,fig|287.6629.peg.1125,fig|287.6635.peg.1036,fig|287.6633.peg.1111,fig|287.6634.peg.1142,fig|287.6637.peg.1164,fig|287.6636.peg.1049,fig|287.6620.peg.5427,fig|287.6630.peg.1048,fig|287.6639.peg.1143,fig|287.6638.peg.1039,fig|287.6627.peg.1020
fig|287.6770.peg.104,Mll2356 protein,fig|287.6613.peg.105,fig|287.6611.peg.107,fig|287.6614.peg.118,fig|287.6616.peg.103,fig|287.6612.peg.113,fig|287.6618.peg.102,fig|287.6615.peg.111,fig|287.6617.peg.103,fig|287.6621.peg.106,fig|287.6619.peg.105,fig|287.6622.peg.157,fig|287.6623.peg.157,fig|287.6624.peg.119,fig|287.6625.peg.106,fig|287.6657.peg.177,fig|287.6655.peg.105,fig|287.6631.peg.109,fig|287.6628.peg.113,fig|287.6632.peg.104,fig|287.6629.peg.110,fig|287.6635.peg.103,fig|287.6633.peg.106,fig|287.6634.peg.118,fig|287.6637.peg.163,fig|287.6636.peg.107,fig|287.6620.peg.102,fig|287.6630.peg.103,fig|287.6639.peg.118,fig|287.6638.peg.111,fig|287.6627.peg.106
fig|287.6770.peg.1050,Amidases related to nicotinamidase,fig|287.6613.peg.1044,fig|287.6611.peg.1048,fig|287.6614.peg.1141,fig|287.6616.peg.1009,fig|287.6612.peg.1075,fig|287.6618.peg.1076,fig|287.6615.peg.1049,fig|287.6617.peg.1080,fig|287.6621.peg.1144,fig|287.6619.peg.1038,fig|287.6622.peg.5008,fig|287.6623.peg.5474,fig|287.6624.peg.1142,fig|287.6625.peg.1111,fig|287.6657.peg.1133,fig|287.6655.peg.4180,fig|287.6631.peg.1091,fig|287.6628.peg.1038,fig|287.6632.peg.1034,fig|287.6629.peg.1126,fig|287.6635.peg.1037,fig|287.6633.peg.1112,fig|287.6634.peg.1143,fig|287.6637.peg.1165,fig|287.6636.peg.1050,fig|287.6620.peg.5426,fig|287.6630.peg.1049,fig|287.6639.peg.1144,fig|287.6638.peg.1040,fig|287.6627.peg.1021
fig|287.6770.peg.1051,hypothetical protein,fig|287.6613.peg.1045,fig|287.6611.peg.1049,fig|287.6614.peg.1142,fig|287.6616.peg.1010,fig|287.6612.peg.1076,fig|287.6618.peg.1077,fig|287.6615.peg.1050,fig|287.6617.peg.1081,fig|287.6621.peg.1145,fig|287.6619.peg.1039,fig|287.6622.peg.5007,fig|287.6623.peg.5473,fig|287.6624.peg.1143,fig|287.6625.peg.1112,fig|287.6657.peg.1134,fig|287.6655.peg.4179,fig|287.6631.peg.1092,fig|287.6628.peg.1039,fig|287.6632.peg.1035,fig|287.6629.peg.1127,fig|287.6635.peg.1038,fig|287.6633.peg.1113,fig|287.6634.peg.1144,fig|287.6637.peg.1166,fig|287.6636.peg.1051,fig|287.6620.peg.5425,fig|287.6630.peg.1050,fig|287.6639.peg.1145,fig|287.6638.peg.1041,fig|287.6627.peg.1022
fig|287.6770.peg.1052,hypothetical protein,fig|287.6613.peg.1046,fig|287.6611.peg.1050,fig|287.6614.peg.1143,fig|287.6616.peg.1011,fig|287.6612.peg.1077,fig|287.6618.peg.1078,fig|287.6615.peg.1051,fig|287.6617.peg.1082,fig|287.6621.peg.1146,fig|287.6619.peg.1040,fig|287.6622.peg.5006,fig|287.6623.peg.5472,fig|287.6624.peg.1144,fig|287.6625.peg.1113,fig|287.6657.peg.1135,fig|287.6655.peg.4178,fig|287.6631.peg.1093,fig|287.6628.peg.1040,fig|287.6632.peg.1036,fig|287.6629.peg.1128,fig|287.6635.peg.1039,fig|287.6633.peg.1114,fig|287.6634.peg.1145,fig|287.6637.peg.1167,fig|287.6636.peg.1052,fig|287.6620.peg.5424,fig|287.6630.peg.1051,fig|287.6639.peg.1146,fig|287.6638.peg.1042,fig|287.6627.peg.1023
fig|287.6770.peg.1053,ATP-dependent RNA helicase PA3950,fig|287.6613.peg.1047,fig|287.6611.peg.1051,fig|287.6614.peg.1144,fig|287.6616.peg.1012,fig|287.6612.peg.1078,fig|287.6618.peg.1079,fig|287.6615.peg.1052,fig|287.6617.peg.1083,fig|287.6621.peg.1147,fig|287.6619.peg.1041,fig|287.6622.peg.5005,fig|287.6623.peg.5471,fig|287.6624.peg.1145,fig|287.6625.peg.1114,fig|287.6657.peg.1136,fig|287.6655.peg.4177,fig|287.6631.peg.1094,fig|287.6628.peg.1041,fig|287.6632.peg.1037,fig|287.6629.peg.1129,fig|287.6635.peg.1040,fig|287.6633.peg.1115,fig|287.6634.peg.1146,fig|287.6637.peg.1168,fig|287.6636.peg.1053,fig|287.6620.peg.5423,fig|287.6630.peg.1052,fig|287.6639.peg.1147,fig|287.6638.peg.1043,fig|287.6627.peg.1024
fig|287.6770.peg.1054,NAD(FAD)-utilizing dehydrogenases,fig|287.6613.peg.1048,fig|287.6611.peg.1052,fig|287.6614.peg.1145,fig|287.6616.peg.1013,fig|287.6612.peg.1079,fig|287.6618.peg.1080,fig|287.6615.peg.1053,fig|287.6617.peg.1084,fig|287.6621.peg.1148,fig|287.6619.peg.1042,fig|287.6622.peg.5004,fig|287.6623.peg.5470,fig|287.6624.peg.1146,fig|287.6625.peg.1115,fig|287.6657.peg.1137,fig|287.6655.peg.4176,fig|287.6631.peg.1095,fig|287.6628.peg.1042,fig|287.6632.peg.1038,fig|287.6629.peg.1130,fig|287.6635.peg.1041,fig|287.6633.peg.1116,fig|287.6634.peg.1147,fig|287.6637.peg.1169,fig|287.6636.peg.1054,fig|287.6620.peg.5422,fig|287.6630.peg.1053,fig|287.6639.peg.1148,fig|287.6638.peg.1044,fig|287.6627.peg.1025
fig|287.6770.peg.1055,hypothetical protein,,fig|287.6611.peg.1053,,fig|287.6616.peg.1014,,fig|287.6618.peg.1081,,,,fig|287.6619.peg.1043,fig|287.6622.peg.5003,fig|287.6623.peg.5469,,,,,,,,,,,,,fig|287.6636.peg.1055,,,,,
fig|287.6770.peg.1056,"Two-component transcriptional response regulator, LuxR family",fig|287.6613.peg.1049,fig|287.6611.peg.1054,fig|287.6614.peg.1146,fig|287.6616.peg.1015,fig|287.6612.peg.1080,fig|287.6618.peg.1082,fig|287.6615.peg.1054,fig|287.6617.peg.1085,fig|287.6621.peg.1149,fig|287.6619.peg.1044,fig|287.6622.peg.5002,fig|287.6623.peg.5468,fig|287.6624.peg.1147,fig|287.6625.peg.1116,fig|287.6657.peg.1139,fig|287.6655.peg.4175,fig|287.6631.peg.1096,fig|287.6628.peg.1043,fig|287.6632.peg.1039,fig|287.6629.peg.1131,fig|287.6635.peg.1042,fig|287.6633.peg.1117,fig|287.6634.peg.1148,fig|287.6637.peg.1170,fig|287.6636.peg.1056,fig|287.6620.peg.5421,fig|287.6630.peg.1054,fig|287.6639.peg.1149,fig|287.6638.peg.1045,fig|287.6627.peg.1026
fig|287.6770.peg.1057,FIG00963143: hypothetical protein,fig|287.6613.peg.1050,fig|287.6611.peg.1055,fig|287.6614.peg.1147,fig|287.6616.peg.1016,fig|287.6612.peg.1081,fig|287.6618.peg.1083,fig|287.6615.peg.1055,fig|287.6617.peg.1086,fig|287.6621.peg.1150,fig|287.6619.peg.1045,fig|287.6622.peg.5001,fig|287.6623.peg.5467,fig|287.6624.peg.1148,fig|287.6625.peg.1117,,fig|287.6655.peg.4174,fig|287.6631.peg.1097,fig|287.6628.peg.1044,fig|287.6632.peg.1040,fig|287.6629.peg.1132,fig|287.6635.peg.1043,fig|287.6633.peg.1118,fig|287.6634.peg.1149,fig|287.6637.peg.1171,fig|287.6636.peg.1057,fig|287.6620.peg.5420,fig|287.6630.peg.1055,fig|287.6639.peg.1150,fig|287.6638.peg.1046,fig|287.6627.peg.1027
fig|287.6770.peg.1058,Two-component system response regulator protein,fig|287.6613.peg.1051,fig|287.6611.peg.1056,fig|287.6614.peg.1148,fig|287.6616.peg.1017,fig|287.6612.peg.1082,fig|287.6618.peg.1084,fig|287.6615.peg.1056,fig|287.6617.peg.1087,fig|287.6621.peg.1151,fig|287.6619.peg.1046,fig|287.6622.peg.5000,fig|287.6623.peg.5466,fig|287.6624.peg.1149,fig|287.6625.peg.1118,fig|287.6657.peg.1140,fig|287.6655.peg.4173,fig|287.6631.peg.1098,fig|287.6628.peg.1045,fig|287.6632.peg.1041,fig|287.6629.peg.1133,fig|287.6635.peg.1044,fig|287.6633.peg.1119,fig|287.6634.peg.1150,fig|287.6637.peg.1172,fig|287.6636.peg.1058,fig|287.6620.peg.5419,fig|287.6630.peg.1056,fig|287.6639.peg.1151,fig|287.6638.peg.1047,fig|287.6627.peg.1028
fig|287.6770.peg.1059,Hybrid sensory histidine kinase in two-component regulatory system with EvgA,fig|287.6613.peg.1052,fig|287.6611.peg.1057,fig|287.6614.peg.1149,fig|287.6616.peg.1018,fig|287.6612.peg.1083,fig|287.6618.peg.1085,fig|287.6615.peg.1057,fig|287.6617.peg.1088,fig|287.6621.peg.1152,fig|287.6619.peg.1047,fig|287.6622.peg.4999,fig|287.6623.peg.5465,fig|287.6624.peg.1150,fig|287.6625.peg.1119,fig|287.6657.peg.1141,fig|287.6655.peg.4172,fig|287.6631.peg.1099,fig|287.6628.peg.1046,fig|287.6632.peg.1042,fig|287.6629.peg.1134,fig|287.6635.peg.1045,fig|287.6633.peg.1120,fig|287.6634.peg.1151,fig|287.6637.peg.1173,fig|287.6636.peg.1059,fig|287.6620.peg.5418,fig|287.6630.peg.1057,fig|287.6639.peg.1152,fig|287.6638.peg.1048,fig|287.6627.peg.1029
fig|287.6770.peg.105,hypothetical protein,fig|287.6613.peg.106,fig|287.6611.peg.108,fig|287.6614.peg.119,fig|287.6616.peg.104,fig|287.6612.peg.114,fig|287.6618.peg.103,fig|287.6615.peg.112,fig|287.6617.peg.104,fig|287.6621.peg.107,fig|287.6619.peg.106,fig|287.6622.peg.158,fig|287.6623.peg.158,fig|287.6624.peg.120,fig|287.6625.peg.107,fig|287.6657.peg.178,fig|287.6655.peg.106,fig|287.6631.peg.110,fig|287.6628.peg.114,fig|287.6632.peg.105,fig|287.6629.peg.111,fig|287.6635.peg.104,fig|287.6633.peg.107,fig|287.6634.peg.119,fig|287.6637.peg.164,fig|287.6636.peg.108,fig|287.6620.peg.103,fig|287.6630.peg.104,fig|287.6639.peg.119,fig|287.6638.peg.112,fig|287.6627.peg.107
